Reviewer,Number,Authors,Title,Pub.year,URL,Species,Site,Latitude,Longitude,Loc.method,Month,Sample.year,Primer.note,Locus,Cross.species,He,Ho,A,A.rarefacted,Fis,He.mean,Ho.mean,A.mean,Fis.mean,He.sd,Ho.sd,A.sd,Fis.sd,Sample.Size,Notes
RB,2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,https://academic.oup.com/jhered/article-abstract/100/3/329/867037,Acropora millepora,MI,-19.176,146.809,estimate,November,2007,TRUE,WGS145 ,FALSE,0.9200,0.39,13.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,
RB,2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,https://academic.oup.com/jhered/article-abstract/100/3/329/867038,Acropora millepora,MI,-19.176,146.809,estimate,November,2007,TRUE,WGS152 ,FALSE,0.7600,0.54,7.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,
RB,2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,https://academic.oup.com/jhered/article-abstract/100/3/329/867039,Acropora millepora,MI,-19.176,146.809,estimate,November,2007,TRUE,WGS153 ,FALSE,0.6400,0.63,5.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,
RB,2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,https://academic.oup.com/jhered/article-abstract/100/3/329/867040,Acropora millepora,MI,-19.176,146.809,estimate,November,2007,TRUE,WGS189 ,FALSE,0.7500,0.58,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,
RB,2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,https://academic.oup.com/jhered/article-abstract/100/3/329/867041,Acropora millepora,MI,-19.176,146.809,estimate,November,2007,TRUE,WGS196 ,FALSE,0.7800,0.63,14.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,
RB,2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,https://academic.oup.com/jhered/article-abstract/100/3/329/867042,Acropora millepora,MI,-19.176,146.809,estimate,November,2007,TRUE,WGS205 ,FALSE,0.5700,0.43,5.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,
RB,2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,https://academic.oup.com/jhered/article-abstract/100/3/329/867043,Acropora millepora,MI,-19.176,146.809,estimate,November,2007,TRUE,WGS211 ,FALSE,0.6100,0.75,5.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,
RB,2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,https://academic.oup.com/jhered/article-abstract/100/3/329/867044,Acropora millepora,MI,-19.176,146.809,estimate,November,2007,TRUE,WGS217 ,FALSE,0.6300,0.75,6.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,
RB,2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,https://academic.oup.com/jhered/article-abstract/100/3/329/867045,Acropora millepora,MI,-19.176,146.809,estimate,November,2007,TRUE,WGS227 ,FALSE,0.8300,0.74,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,
RB,2,"S Wang, L Zhang, M Matz","Microsatellite Characterization and Marker Development from Public EST and WGS Databases in the Reef-Building Coral Acropora millepora (Cnidaria, Anthozoa …",2009,https://academic.oup.com/jhered/article-abstract/100/3/329/867046,Acropora millepora,MI,-19.176,146.809,estimate,November,2007,TRUE,WGS229 ,FALSE,0.7000,0.54,6.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,
RB,4,"Y Nakajima, A Nishikawa, A Iguchi…",Novel and cross-species amplifiable microsatellite markers in two Acropora species,2009,https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/,Acropora digitifera,Sunashiro,26.1841,127.2747,estimate,NA,NA,TRUE,MS166,FALSE,0.5590,0.375,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Sample size per locus not reported
RB,4,"Y Nakajima, A Nishikawa, A Iguchi…",Novel and cross-species amplifiable microsatellite markers in two Acropora species,2009,https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/,Acropora digitifera,Sunashiro,26.1841,127.2747,estimate,NA,NA,TRUE,SM181,FALSE,0.8930,0.7,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Sample size per locus not reported
RB,4,"Y Nakajima, A Nishikawa, A Iguchi…",Novel and cross-species amplifiable microsatellite markers in two Acropora species,2009,https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/,Acropora digitifera,Sunashiro,26.1841,127.2747,estimate,NA,NA,TRUE,MS182,FALSE,0.9250,0.95,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Sample size per locus not reported
RB,4,"Y Nakajima, A Nishikawa, A Iguchi…",Novel and cross-species amplifiable microsatellite markers in two Acropora species,2009,https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/,Acropora digitifera,Sunashiro,26.1841,127.2747,estimate,NA,NA,TRUE,MS8,FALSE,0.4920,0.475,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Sample size per locus not reported
RB,4,"Y Nakajima, A Nishikawa, A Iguchi…",Novel and cross-species amplifiable microsatellite markers in two Acropora species,2009,https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/,Acropora digitifera,Sunashiro,26.1841,127.2747,estimate,NA,NA,TRUE,Amil2_8,TRUE,0.4040,0.45,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Sample size per locus not reported
RB,4,"Y Nakajima, A Nishikawa, A Iguchi…",Novel and cross-species amplifiable microsatellite markers in two Acropora species,2009,https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/,Acropora digitifera,Sunashiro,26.1841,127.2747,estimate,NA,NA,TRUE,Amil2_22,TRUE,0.8690,0.85,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Sample size per locus not reported
RB,4,"Y Nakajima, A Nishikawa, A Iguchi…",Novel and cross-species amplifiable microsatellite markers in two Acropora species,2009,https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/,Acropora sp. 1,Sunashiro,26.1841,127.2747,estimate,NA,NA,TRUE,MS166,TRUE,0.8660,0.81,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Sample size per locus not reported
RB,4,"Y Nakajima, A Nishikawa, A Iguchi…",Novel and cross-species amplifiable microsatellite markers in two Acropora species,2009,https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/,Acropora sp. 1,Sunashiro,26.1841,127.2747,estimate,NA,NA,TRUE,SM181,TRUE,0.9050,0.619,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Sample size per locus not reported
RB,4,"Y Nakajima, A Nishikawa, A Iguchi…",Novel and cross-species amplifiable microsatellite markers in two Acropora species,2009,https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/,Acropora sp. 1,Sunashiro,26.1841,127.2747,estimate,NA,NA,TRUE,MS182,TRUE,0.8780,0.833,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Sample size per locus not reported
RB,4,"Y Nakajima, A Nishikawa, A Iguchi…",Novel and cross-species amplifiable microsatellite markers in two Acropora species,2009,https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/,Acropora sp. 1,Sunashiro,26.1841,127.2747,estimate,NA,NA,TRUE,MS8,TRUE,0.0240,0.024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Sample size per locus not reported
RB,4,"Y Nakajima, A Nishikawa, A Iguchi…",Novel and cross-species amplifiable microsatellite markers in two Acropora species,2009,https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/,Acropora sp. 1,Sunashiro,26.1841,127.2747,estimate,NA,NA,TRUE,Amil2_8,TRUE,0.2150,0.167,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Sample size per locus not reported
RB,4,"Y Nakajima, A Nishikawa, A Iguchi…",Novel and cross-species amplifiable microsatellite markers in two Acropora species,2009,https://www.jstage.jst.go.jp/article/pbr/4/1/4_1_38/_article/-char/ja/,Acropora sp. 1,Sunashiro,26.1841,127.2747,estimate,NA,NA,TRUE,Amil2_22,TRUE,0.5640,0.619,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Sample size per locus not reported
RB,67,"ZT Richards, MJH van Oppen",Rarity and genetic diversity in Indo–Pacific Acropora corals,2012,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.304,Acropora microphthalma,Kimbe Bay,-5.16,150.54,estimate,NA,NA,FALSE,Amil2_002,TRUE,0.8490,0.826,12,NA,0.105,NA,NA,NA,NA,NA,NA,NA,NA,23,Coarse location descriptor
RB,67,"ZT Richards, MJH van Oppen",Rarity and genetic diversity in Indo–Pacific Acropora corals,2012,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.305,Acropora microphthalma,Kimbe Bay,-5.16,150.54,estimate,NA,NA,FALSE,Amil2_006,TRUE,0.6910,0.783,5,NA,-0.147,NA,NA,NA,NA,NA,NA,NA,NA,23,Coarse location descriptor
RB,67,"ZT Richards, MJH van Oppen",Rarity and genetic diversity in Indo–Pacific Acropora corals,2012,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.306,Acropora microphthalma,Kimbe Bay,-5.16,150.54,estimate,NA,NA,FALSE,Amil2_028,TRUE,0.5090,0.435,6,NA,0.096,NA,NA,NA,NA,NA,NA,NA,NA,23,Coarse location descriptor
RB,67,"ZT Richards, MJH van Oppen",Rarity and genetic diversity in Indo–Pacific Acropora corals,2012,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.307,Acropora microphthalma,Kimbe Bay,-5.16,150.54,estimate,NA,NA,FALSE,Amil2_23,TRUE,0.7780,0.652,6,NA,0.136,NA,NA,NA,NA,NA,NA,NA,NA,23,Coarse location descriptor
RB,67,"ZT Richards, MJH van Oppen",Rarity and genetic diversity in Indo–Pacific Acropora corals,2012,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.308,Acropora microphthalma,Kimbe Bay,-5.16,150.54,estimate,NA,NA,FALSE,Amil2_007,TRUE,0.4780,0.045,6,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,22,Coarse location descriptor
RB,67,"ZT Richards, MJH van Oppen",Rarity and genetic diversity in Indo–Pacific Acropora corals,2012,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.309,Acropora microphthalma,Kimbe Bay,-5.16,150.54,estimate,NA,NA,FALSE,Amil2_010,TRUE,0.7280,0.72,10,NA,0.031,NA,NA,NA,NA,NA,NA,NA,NA,25,Coarse location descriptor
RB,67,"ZT Richards, MJH van Oppen",Rarity and genetic diversity in Indo–Pacific Acropora corals,2012,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.310,Acropora microphthalma,Kimbe Bay,-5.16,150.54,estimate,NA,NA,FALSE,Amil2_12,TRUE,0.4060,0.32,6,NA,0.232,NA,NA,NA,NA,NA,NA,NA,NA,25,Coarse location descriptor
RB,67,"ZT Richards, MJH van Oppen",Rarity and genetic diversity in Indo–Pacific Acropora corals,2012,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.311,Acropora microphthalma,Seychelles,-4.63,55.49,estimate,NA,NA,FALSE,Amil2_002,TRUE,0.7470,0.611,8,NA,0.141,NA,NA,NA,NA,NA,NA,NA,NA,22,Coarse location descriptor
RB,67,"ZT Richards, MJH van Oppen",Rarity and genetic diversity in Indo–Pacific Acropora corals,2012,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.312,Acropora microphthalma,Seychelles,-4.63,55.49,estimate,NA,NA,FALSE,Amil2_006,TRUE,0.6380,0.529,7,NA,0.191,NA,NA,NA,NA,NA,NA,NA,NA,22,Coarse location descriptor
RB,67,"ZT Richards, MJH van Oppen",Rarity and genetic diversity in Indo–Pacific Acropora corals,2012,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.313,Acropora microphthalma,Seychelles,-4.63,55.49,estimate,NA,NA,FALSE,Amil2_028,TRUE,0.7870,0.389,20,NA,0.515,NA,NA,NA,NA,NA,NA,NA,NA,22,Coarse location descriptor
RB,67,"ZT Richards, MJH van Oppen",Rarity and genetic diversity in Indo–Pacific Acropora corals,2012,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.314,Acropora microphthalma,Seychelles,-4.63,55.49,estimate,NA,NA,FALSE,Amil2_23,TRUE,0.5750,0.714,3,NA,-0.171,NA,NA,NA,NA,NA,NA,NA,NA,22,Coarse location descriptor
RB,67,"ZT Richards, MJH van Oppen",Rarity and genetic diversity in Indo–Pacific Acropora corals,2012,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.315,Acropora microphthalma,Seychelles,-4.63,55.49,estimate,NA,NA,FALSE,Amil2_007,TRUE,0.7020,0.591,7,NA,0.181,NA,NA,NA,NA,NA,NA,NA,NA,22,Coarse location descriptor
RB,67,"ZT Richards, MJH van Oppen",Rarity and genetic diversity in Indo–Pacific Acropora corals,2012,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.316,Acropora microphthalma,Seychelles,-4.63,55.49,estimate,NA,NA,FALSE,Amil2_010,TRUE,0.7780,0.545,12,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,22,Coarse location descriptor
RB,67,"ZT Richards, MJH van Oppen",Rarity and genetic diversity in Indo–Pacific Acropora corals,2012,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.317,Acropora microphthalma,Seychelles,-4.63,55.49,estimate,NA,NA,FALSE,Amil2_12,TRUE,0.6350,0.318,6,NA,0.516,NA,NA,NA,NA,NA,NA,NA,NA,22,Coarse location descriptor
RB,67,"ZT Richards, MJH van Oppen",Rarity and genetic diversity in Indo–Pacific Acropora corals,2012,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.318,Acropora microphthalma,Maldives,-0.57,73.15,estimate,NA,NA,FALSE,Amil2_002,TRUE,0.6610,0.579,3,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,19,Coarse location descriptor
